X,Y,count,ACCIDENT_NO,Year,Quarter,AGE,RD_U_DESC,SEX,N_TYPE_DES,Region,DAY_OF_WEEK,Day Week Description,Light,NO_PERSONS_KILLED,Road,Speed,Weather,Death,NO_PERSONS,Lng,Lat
2508215.796,2400842.975,1,T20150013823,2015,3,39,Motorcyclists,M,Intersection,MONASH,4,Wednesday,Dark Street lights on,1,Cross intersection,60,Clear,0.25,4,145.0934073,-37.89348218
2508126.719,2488400.553,1,T20150014077,2015,3,49,Motorcyclists,M,Non Intersection,MITCHELL,7,Saturday,Day,1,Not at intersection,110,Clear,0.5,2,145.0914385,-37.10450028
2204276.744,2359147.484,1,T20150017566,2015,3,36,Motorcyclists,M,Non Intersection,GLENELG,1,Sunday,Dark No street lights,1,Not at intersection,80,Clear,1,1,141.6224429,-38.22188892
2512742.365,2405489.484,1,T20150019033,2015,3,32,Motorcyclists,M,Non Intersection,WHITEHORSE,1,Sunday,Day,1,Not at intersection,80,Clear,1,1,145.1447906,-37.85156699
2537285.012,2423589.88,1,T20150019565,2015,3,40,Motorcyclists,F,Non Intersection,YARRA RANGES,1,Sunday,Day,1,Not at intersection,100,Clear,0.2,5,145.4227511,-37.68782013
2508336.343,2421908.134,1,T20150019786,2015,3,31,Motorcyclists,M,Intersection,BANYULE,4,Wednesday,Dark Street lights on,1,Cross intersection,60,Clear,0.5,2,145.09454,-37.70368208
2715530.047,2400131.218,1,T20150020725,2015,4,53,Motorcyclists,F,Non Intersection,EAST GIPPSLAND,4,Wednesday,Dusk/Dawn,1,Not at intersection,100,Clear,0.333333333,3,147.4500806,-37.8749417
2519586.183,2391930.132,1,T20150021507,2015,4,31,Motorcyclists,M,Intersection,DANDENONG,7,Saturday,Dark Street lights on,1,Cross intersection,60,Clear,0.5,2,145.2229169,-37.9736128
2524734.409,2469466.823,1,T20150021550,2015,4,47,Motorcyclists,M,Non Intersection,MURRINDINDI,1,Sunday,Day,1,Not at intersection,100,Clear,1,1,145.2789248,-37.27483685
2531888.424,2588536.405,1,T20150022156,2015,4,52,Motorcyclists,M,Non Intersection,SHEPPARTON,2,Monday,Day,1,Not at intersection,100,Clear,1,1,145.3545972,-36.20153001
2515994.248,2381943.797,1,T20150022391,2015,4,50,Motorcyclists,M,Non Intersection,DANDENONG,5,Thursday,Dusk/Dawn,1,Not at intersection,80,Clear,0.333333333,3,145.1822536,-38.06365049
2505290.464,2404226.428,1,T20150023839,2015,4,28,Motorcyclists,M,Non Intersection,STONNINGTON,4,Wednesday,Day,1,Not at intersection,100,Clear,0.25,4,145.0601243,-37.86301923
2503130.337,2406304.5,1,T20150024295,2015,4,61,Motorcyclists,M,Intersection,STONNINGTON,3,Tuesday,Day,1,T intersection,60,Clear,0.333333333,3,145.0355664,-37.84430581
2499800.976,2402531.156,1,T20150025544,2015,4,31,Motorcyclists,M,Intersection,GLEN EIRA,4,Wednesday,Day,1,T intersection,60,Clear,0.5,2,144.9977377,-37.87830836
2495653.006,2406239.129,1,T20150026735,2015,4,32,Motorcyclists,M,Non Intersection,PORT PHILLIP,4,Wednesday,Day,1,Not at intersection,40,Clear,0.333333333,3,144.9506098,-37.8448899
2516236.298,2409251.696,1,T20160000068,2016,1,25,Motorcyclists,M,Non Intersection,WHITEHORSE,6,Friday,Dusk/Dawn,1,Not at intersection,80,Clear,1,1,145.184409,-37.81761522
2543587.377,2365013.165,1,T20160000638,2016,1,41,Motorcyclists,M,Intersection,CARDINIA,1,Sunday,Day,1,T intersection,100,Clear,0.333333333,3,145.4976805,-38.21528449
2506215.519,2392657.54,1,T20160000968,2016,1,22,Motorcyclists,M,Intersection,KINGSTON,5,Thursday,Day,1,T intersection,60,Clear,0.5,2,145.0707349,-37.96724507
2482055.259,2417437.501,1,T20160001863,2016,1,27,Motorcyclists,M,Intersection,BRIMBANK,4,Wednesday,Day,1,Cross intersection,60,Clear,0.5,2,144.7963857,-37.74382853
2601828.698,2332195.808,1,T20160001982,2016,1,41,Motorcyclists,M,Intersection,SOUTH GIPPSLAND,5,Thursday,Day,1,T intersection,100,Clear,0.333333333,3,146.1672263,-38.50629198
2525502.032,2405397.291,1,T20160002327,2016,1,18,Motorcyclists,M,Non Intersection,KNOX,3,Tuesday,Day,1,Not at intersection,50,Clear,0.5,2,145.2897803,-37.85213525
2496274.352,2423696.246,1,T20160002505,2016,1,45,Motorcyclists,M,Non Intersection,HUME,5,Thursday,Day,1,Not at intersection,70,Clear,0.333333333,3,144.9577575,-37.68760021
2257555.524,2776005.293,1,T20160002719,2016,1,38,Motorcyclists,M,Non Intersection,MILDURA,7,Saturday,Dark No street lights,1,Not at intersection,100,Clear,1,1,142.3624664,-34.48259036
2604411.772,2366011.974,1,T20160002812,2016,1,44,Motorcyclists,M,Intersection,BAW BAW,2,Monday,Day,1,T intersection,100,Clear,0.5,2,146.191979,-38.20142475
2483738.905,2415136.672,1,T20160002821,2016,1,32,Motorcyclists,M,Non Intersection,BRIMBANK,2,Monday,Day,1,Not at intersection,60,Clear,0.25,4,144.8154389,-37.76459049
2473562.364,2391988.301,1,T20160002918,2016,1,45,Motorcyclists,M,Non Intersection,WYNDHAM,3,Tuesday,Dark Street lights on,1,Not at intersection,60,Clear,1,1,144.6991069,-37.97291892
2551806.263,2381289.784,1,T20160003012,2016,1,55,Motorcyclists,M,Intersection,CARDINIA,4,Wednesday,Dark No street lights,1,T intersection,100,Clear,0.2,5,145.590369,-38.06823327
2401698.309,2490141.645,1,T20160003874,2016,1,60,Motorcyclists,M,Non Intersection,CENTRAL GOLDFIELDS,1,Sunday,Day,1,Not at intersection,100,Clear,0.5,2,143.894227,-37.08369964
2580104.342,2431439.071,1,T20160003886,2016,1,36,Motorcyclists,M,Non Intersection,YARRA RANGES,1,Sunday,Day,1,Not at intersection,80,Clear,0.125,8,145.9073826,-37.61440017
2573472.414,2375694.195,1,T20160004092,2016,1,61,Motorcyclists,M,Non Intersection,BAW BAW,3,Tuesday,Dusk/Dawn,1,Not at intersection,80,Clear,0.5,2,145.8378204,-38.11717782
2512269.052,2376946.244,1,T20160004106,2016,1,39,Motorcyclists,M,Non Intersection,FRANKSTON,4,Wednesday,Day,1,Multiple intersection,60,Clear,0.333333333,3,145.139889,-38.10872974
2494228.031,2410789.647,1,T20160004157,2016,1,56,Motorcyclists,M,Non Intersection,MELBOURNE,4,Wednesday,Day,1,Not at intersection,50,Clear,0.5,2,144.934455,-37.80388198
2608065.483,2506705.655,1,T20160004227,2016,1,75,Motorcyclists,M,Non Intersection,MANSFIELD,5,Thursday,Day,1,Not at intersection,100,Clear,1,1,146.2132179,-36.93336124
2511865.809,2418394.791,1,T20160004434,2016,1,43,Motorcyclists,M,Non Intersection,BANYULE,7,Saturday,Dark Street lights on,1,Not at intersection,80,Clear,0.333333333,3,145.134623,-37.73530036
2516773.76,2361760.424,1,T20160005245,2016,1,36,Motorcyclists,M,Non Intersection,MORNINGTON PENINSULA,3,Tuesday,Dark No street lights,1,Not at intersection,80,Clear,0.5,2,145.191599,-38.24546021
2500760.497,2426335.081,1,T20160005559,2016,1,44,Motorcyclists,M,Non Intersection,WHITTLESEA,7,Saturday,Day,1,Not at intersection,50,Clear,1,1,145.00862,-37.66383002
2629230.868,2363820.726,1,T20160005706,2016,1,69,Motorcyclists,M,Intersection,LATROBE,2,Monday,Day,1,T intersection,80,Clear,0.333333333,3,146.4756639,-38.21802993
2521976.787,2378558.593,1,T20160005813,2016,1,58,Motorcyclists,M,Intersection,CASEY,3,Tuesday,Day,1,T intersection,50,Clear,1,1,145.2505256,-38.09402504
2446061.128,2370125.551,1,T20160006324,2016,1,26,Motorcyclists,M,Intersection,GEELONG,2,Monday,Dark Street lights on,1,Cross intersection,70,Clear,1,1,144.3845065,-38.16868555
2527204.454,2400802.049,1,T20160007709,2016,2,29,Motorcyclists,M,Intersection,KNOX,6,Friday,Day,1,T intersection,70,Clear,0.5,2,145.3092945,-37.89348907
2507383.761,2408517.205,1,T20160008015,2016,2,28,Motorcyclists,M,Non Intersection,BOROONDARA,3,Tuesday,Day,1,Not at intersection,60,Clear,0.5,2,145.0838709,-37.82434537
2491690.137,2412980.102,1,T20160008647,2016,2,26,Motorcyclists,M,Intersection,MOONEE VALLEY,4,Wednesday,Day,1,T intersection,60,Clear,0.333333333,3,144.9056599,-37.78412652
2529218.043,2437927.169,1,T20160008952,2016,2,21,Motorcyclists,M,Non Intersection,NILLUMBIK,1,Sunday,Day,1,Not at intersection,60,Clear,0.25,4,145.330721,-37.55891965
2515059.159,2431069.484,1,T20160010029,2016,2,47,Motorcyclists,M,Non Intersection,NILLUMBIK,7,Saturday,Day,1,Not at intersection,80,Clear,1,1,145.1705952,-37.62104872
2518126.593,2350909.49,1,T20160010764,2016,2,54,Motorcyclists,M,Non Intersection,MORNINGTON PENINSULA,2,Monday,Day,1,Not at intersection,80,Clear,1,1,145.2073216,-38.34317874
2521071.302,2400314.906,1,T20160010881,2016,2,36,Motorcyclists,M,Non Intersection,KNOX,4,Wednesday,Dark Street lights on,1,Not at intersection,80,Clear,0.333333333,3,145.2395793,-37.89803737
2474478.477,2404541.08,1,T20160011355,2016,2,32,Motorcyclists,M,Intersection,WYNDHAM,2,Monday,Dark No street lights,1,T intersection,50,Raining,1,1,144.7099686,-37.85984904
2698920.069,2558013.87,1,T20160013003,2016,2,50,Motorcyclists,M,Non Intersection,TOWONG,2,Monday,Day,1,Not at intersection,100,Clear,0.5,2,147.2195005,-36.45625265
2488163.22,2414479.572,1,T20160015973,2016,3,18,Pillion Passengers,M,Intersection,MOONEE VALLEY,6,Friday,Dark Street lights on,1,T intersection,60,Clear,0.5,2,144.8656437,-37.77057787
2396495.023,2435442.029,1,T20160016146,2016,3,22,Motorcyclists,M,Non Intersection,BALLARAT,7,Saturday,Dark Street lights on,1,Not at intersection,60,Clear,1,1,143.8281284,-37.57602981
2480518.766,2417384.335,1,T20160017663,2016,3,37,Motorcyclists,M,Intersection,BRIMBANK,6,Friday,Day,1,T intersection,70,Clear,0.5,2,144.7789502,-37.7442767
2507586.788,2397401.303,1,T20160018510,2016,3,33,Motorcyclists,M,Intersection,KINGSTON,4,Wednesday,Dark Street lights on,1,T intersection,60,Clear,0.5,2,145.0862915,-37.92449586
2494693.485,2426114.773,1,T20160018684,2016,3,25,Motorcyclists,M,Intersection,HUME,6,Friday,Day,1,T intersection,60,Clear,0.5,2,144.9398505,-37.66580033
2507485.879,2398963.736,1,T20160018740,2016,3,26,Motorcyclists,M,Non Intersection,MONASH,6,Friday,Dark Street lights on,1,T intersection,60,Clear,0.5,2,145.0851279,-37.91041973
2487271.163,2419334.033,1,T20160018752,2016,3,25,Motorcyclists,M,Non Intersection,BRIMBANK,6,Friday,Dark Street lights on,1,Not at intersection,80,Clear,1,1,144.8556018,-37.72682608
2503287.84,2396426.274,1,T20160019601,2016,3,43,Motorcyclists,M,Intersection,GLEN EIRA,4,Wednesday,Day,1,T intersection,70,Clear,0.5,2,145.0374,-37.93330563
2522606.548,2413614.874,1,T20160020268,2016,3,42,Motorcyclists,M,Non Intersection,MAROONDAH,6,Friday,Dark Street lights on,1,Not at intersection,50,Clear,0.2,5,145.2566273,-37.77816968
2522987.436,2470497.212,1,T20160020878,2016,3,41,Motorcyclists,M,Non Intersection,MURRINDINDI,1,Sunday,Day,1,Not at intersection,100,Clear,0.5,2,145.259193,-37.26559585
2415634.454,2335263.044,1,T20160022718,2016,4,43,Motorcyclists,M,Non Intersection,SURF COAST,5,Thursday,Day,1,Not at intersection,60,Clear,0.5,2,144.0332895,-38.48043038
2478025.845,2409612.094,1,T20160022837,2016,4,65,Motorcyclists,M,Non Intersection,WYNDHAM,6,Friday,Day,1,Not at intersection,80,Raining,0.25,4,144.7504324,-37.81425019
2514610.044,2358687.282,1,T20160024171,2016,4,25,Motorcyclists,M,Non Intersection,MORNINGTON PENINSULA,4,Wednesday,Day,1,Not at intersection,80,Clear,0.5,2,145.1669454,-38.27318001
2503930.431,2400064.476,1,T20160024521,2016,4,32,Motorcyclists,M,Intersection,GLEN EIRA,1,Sunday,Day,1,Cross intersection,60,Clear,0.5,2,145.0446902,-37.90052425
2515677.669,2410731.94,1,T20160025997,2016,4,61,Motorcyclists,M,Intersection,MANNINGHAM,5,Friday,Day,1,Multiple intersection,80,Clear,0.5,2,145.1780328,-37.80428774
2501512.431,2408199.359,1,T20160026589,2016,4,25,Motorcyclists,M,Intersection,YARRA,6,Friday,Day,1,T intersection,60,Clear,0.5,2,145.0171801,-37.82723724
2511904.931,2425015.961,1,T20160026708,2016,4,45,Motorcyclists,M,Non Intersection,NILLUMBIK,1,Sunday,Day,1,Not at intersection,70,Clear,1,1,145.1349603,-37.6756403
2634685.978,2604224.711,1,T20160026749,2016,4,48,Motorcyclists,M,Intersection,INDIGO,1,Sunday,Day,1,Cross intersection,100,Clear,0.333333333,3,146.4948437,-36.05114466
2502805.838,2449565.29,1,T20160027235,2016,4,61,Motorcyclists,M,Non Intersection,WHITTLESEA,1,Sunday,Dark No street lights,1,Not at intersection,100,Clear,1,1,145.0317157,-37.45450086
2470028.576,2376131.342,1,T20160027925,2016,4,44,Motorcyclists,M,Non Intersection,GEELONG,3,Tuesday,Day,1,Not at intersection,50,Raining,0.5,2,144.6582405,-38.11566759
2601211.56,2461093.396,1,T20160028128,2016,4,40,Motorcyclists,M,Non Intersection,MANSFIELD,6,Friday,Day,2,Not at intersection,100,Clear,0.4,5,146.1424233,-37.34514862
2601211.56,2461093.396,1,T20160028128,2016,4,32,Motorcyclists,M,Non Intersection,MANSFIELD,6,Friday,Day,2,Not at intersection,100,Clear,0.4,5,146.1424233,-37.34514862
2501046.176,2392404.81,1,T20170001303,2017,1,75,Motorcyclists,M,Intersection,BAYSIDE,7,Saturday,Day,1,Not at intersection,60,Clear,0.25,4,145.0119062,-37.96954224
2470759.289,2402742.37,1,T20170001490,2017,1,41,Motorcyclists,M,Intersection,WYNDHAM,3,Tuesday,Day,1,T intersection,60,Clear,0.5,2,144.667632,-37.8759455
2516927.277,2395548.66,1,T20170002884,2017,1,33,Motorcyclists,M,Intersection,DANDENONG,2,Monday,Day,1,T intersection,60,Clear,0.25,4,145.1925718,-37.94106412
2484937.796,2417191.277,1,T20170008250,2017,2,40,Motorcyclists,M,Intersection,BRIMBANK,3,Tuesday,Dark Street lights on,1,T intersection,60,Clear,0.5,2,144.829088,-37.74609817
2530696.751,2415914.471,1,T20170008897,2017,2,49,Motorcyclists,M,Intersection,YARRA RANGES,6,Friday,Day,1,T intersection,50,Clear,0.5,2,145.3483702,-37.7572183
2238197.689,2803803.676,1,T20170009061,2017,2,68,Motorcyclists,M,Intersection,MILDURA,2,Monday,Day,1,Cross intersection,60,Clear,0.333333333,3,142.1610105,-34.22730847
2504224.534,2415306.287,1,T20170010240,2017,2,22,Motorcyclists,M,Non Intersection,BANYULE,5,Thursday,Day,1,T intersection,40,Clear,0.5,2,145.0479469,-37.76319466
2520854.035,2368218.799,1,T20170010366,2017,2,42,Motorcyclists,M,Intersection,CASEY,7,Saturday,Day,1,Cross intersection,80,Clear,1,1,145.2380214,-38.18719842
2495762.936,2412577.706,1,T20170014068,2017,3,45,Motorcyclists,M,Intersection,MELBOURNE,5,Thursday,Dark Street lights on,1,T intersection,60,Raining,0.5,2,144.9518952,-37.78777962
2435564.852,2493878.579,1,T20170015693,2017,3,65,Motorcyclists,M,Non Intersection,MOUNT ALEXANDER,4,Wednesday,Day,1,Not at intersection,100,Clear,1,1,144.2754852,-37.05295746
2490470.495,2412118.42,1,T20170016029,2017,3,43,Motorcyclists,M,Non Intersection,MARIBYRNONG,6,Friday,Day,1,Not at intersection,60,Raining,0.333333333,3,144.8918025,-37.79187871
2489723.359,2409687.95,1,T20170016683,2017,3,49,Motorcyclists,M,Non Intersection,MARIBYRNONG,3,Tuesday,Dusk/Dawn,1,Not at intersection,60,Clear,0.5,2,144.8832857,-37.81376948
2338759.865,2317750.28,1,T20170016971,2017,3,46,Motorcyclists,M,Non Intersection,CORANGAMITE,7,Saturday,Dark No street lights,1,Not at intersection,100,Clear,1,1,143.1486817,-38.62789616
2463507.584,2425234.087,1,T20170016979,2017,3,20,Motorcyclists,M,Non Intersection,MELTON,1,Sunday,Dark Street lights on,1,Not at intersection,50,Clear,1,1,144.5863165,-37.67303648
2450811.929,2426276.097,1,T20170017339,2017,3,52,Motorcyclists,M,Non Intersection,MOORABOOL,6,Friday,Dark Street lights on,1,Not at intersection,50,Clear,0.5,2,144.4424687,-37.66306399
2509948.192,2413482.831,1,T20170017890,2017,3,29,Motorcyclists,M,Non Intersection,MANNINGHAM,1,Sunday,Day,1,Not at intersection,60,Clear,0.25,4,145.1129329,-37.77958079
2493469.216,2414555.058,1,T20170018863,2017,4,32,Motorcyclists,M,Intersection,MOONEE VALLEY,3,Tuesday,Dark Street lights on,1,T intersection,40,Clear,0.333333333,3,144.9258713,-37.76995008
2509199.106,2399523.572,1,T20170019308,2017,4,44,Motorcyclists,M,Non Intersection,MONASH,3,Tuesday,Day,1,Not at intersection,60,Clear,0.5,2,145.1046033,-37.90536041
2445744.329,2484889.406,1,T20170021096,2017,4,60,Motorcyclists,M,Non Intersection,MOUNT ALEXANDER,1,Sunday,Day,1,Not at intersection,100,Clear,1,1,144.3892924,-37.13460956
2768223.044,2588594,1,T20170021132,2017,4,32,Motorcyclists,M,Non Intersection,TOWONG,1,Sunday,Day,1,Not at intersection,100,Clear,0.5,2,147.9816409,-36.16368747
2517671.597,2408208.855,1,T20170021306,2017,4,33,Motorcyclists,M,Intersection,WHITEHORSE,4,Wednesday,Day,1,Cross intersection,50,Clear,0.2,5,145.2007358,-37.82698505
2527927.769,2408840.302,1,T20170023959,2017,4,43,Motorcyclists,M,Intersection,MAROONDAH,6,Friday,Day,1,T intersection,70,Clear,0.5,2,145.3172134,-37.82104435
2514863.611,2444988.028,1,T20170024123,2017,4,48,Pillion Passengers,M,Non Intersection,WHITTLESEA,1,Sunday,Day,1,Not at intersection,60,Clear,0.5,2,145.1681016,-37.49563326
